,Ligand_Short_Hand_descrip_Tollman Cone Angle/Bite Angle,Ligand_Short_Hand_descrip_Denticity,Ligand_Short_Hand_descrip_Hybridisation,Ligand_Short_Hand_descrip_E (HOMO),Ligand_Short_Hand_descrip_E (LUMO),Ligand_Short_Hand_descrip_Steric Parameter,Ligand_Short_Hand_descrip_Proton Affinity ,Base_Short_Hand_descrip_pKa in Water,Base_Short_Hand_descrip_Organic/Inorganic,Base_Short_Hand_descrip_# of Deprotonations,Solvent_1_Short_Hand_descrip_Polarity of Co-Solvent (PCA1),Solvent_1_Short_Hand_descrip_Polarisability (PCA2),Solvent_1_Short_Hand_descrip_Hydrogen Bonding (PCA3),Solvent_1_Short_Hand_descrip_PCA4*,Reactant_1_Name_6-Bromoquinoline,Reactant_1_Name_6-Iodoquinoline,Reactant_1_Name_6-Quinolineboronic acid pinacol ester,Reactant_1_Name_6-chloroquinoline,Reactant_1_Name_6-quinoline-boronic acid hydrochloride,Reactant_1_Name_6-triflatequinoline,Reactant_1_Name_Potassium quinoline-6-trifluoroborate,"Reactant_2_Name_2a, Boronic Acid","Reactant_2_Name_2b, Boronic Ester","Reactant_2_Name_2c, Trifluoroborate","Reactant_2_Name_2d, Bromide",Product_Yield_PCT_Area_UV
216,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.012208239311826099
217,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.062364999079641506
219,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.425433025739575
220,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.010494159569143999
222,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.638780654995044
224,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.608803891772562
225,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.08669773408928601
226,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0514533327418496
228,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0369254079562934
229,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0529918108178033
231,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0696579609147833
232,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.009881297663264989
234,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.398296539843221
236,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.394896466660449
237,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0903276836431198
238,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0
240,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.135475398975478
241,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0435998536352889
243,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0747024695482382
244,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0354390034048101
246,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.627748205525383
248,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.791448787933051
249,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.100736710415608
250,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0445873996881102
252,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.230725794554218
253,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0706662929503855
255,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0670759985076743
256,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.026669019699592397
258,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.715426743156485
260,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.614736557075014
261,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0953958263011332
262,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0
264,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.1790385630688
265,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.046130043777343206
267,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0756429582547112
268,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0255668127054664
270,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.728355518057598
272,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.674843767651673
273,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0964307010994259
274,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,1,0,0,0,0.0
288,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.333686246020695
289,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.153450097553135
291,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.327228107743226
292,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.342365736501709
294,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.432999917758306
296,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.376451431377011
297,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.145861369323008
298,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.130965528838726
300,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.27298873243440697
301,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.37472464679775697
303,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.278870043258673
304,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.144047483719651
306,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.165132712003237
308,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.309778179622142
309,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.201635057853027
310,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.25898437255719303
312,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.28447930778054603
313,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.136437201709157
315,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.309443734111355
316,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.319778129957951
318,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.18416637401632
320,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.350038934121785
321,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.20705101946402502
322,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.32237073536626804
324,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.268502682369668
325,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.154977983662797
327,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.143965448980969
328,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.130393494127328
330,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.222538143040283
332,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.22239746711181801
333,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.158290195173318
334,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.14974380115848698
336,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.149066264798925
337,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.183726199510341
339,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.393059281212376
340,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.182419588944286
342,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.190166173545135
344,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.40249292419005
345,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.17678836448788499
346,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.156421247051227
348,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.128483834861798
349,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.229308714939199
351,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.133134959058639
352,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.116387643881743
354,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.168303425941005
356,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.273315804937304
357,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.26966017215133603
358,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.255475487427508
360,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.12621126052575302
361,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.174322145602985
363,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.278880804699825
364,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.146491021576651
366,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.180202351501091
368,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.328601183833549
369,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.37853177894750095
370,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,0,0,0,1,0,0,0,1,0,0,0,0.15181192321977702
384,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.7930587350894569
385,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.854323885219076
387,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.759827678379371
388,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.417981680436534
390,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.926348539875478
392,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.902063870232358
393,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.260223686397464
394,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.107375169949463
396,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.9329643396545331
397,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.908868932305634
399,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.861336620157903
400,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.2821750835074
402,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.7110856396898351
404,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.569614281729532
405,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.5953770347891161
406,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.0063730496773270195
408,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.7651443110080599
409,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.68499153125392
411,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.709954176663073
412,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.399838434308955
414,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.46805221490606397
416,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.46081145490547004
417,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.474619966140896
418,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.012120096823103601
420,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.671406210140979
421,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.625643020715499
423,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.481714185233041
424,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.304007597011851
426,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.360816610133423
428,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.340325267208681
429,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.467290772717741
430,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.0104773556690246
432,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.7874639498653541
433,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.767222979653099
435,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.6320272748042151
436,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.400559059542472
438,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.7171205136278109
440,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.7415141560574691
441,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,1,0,0,0,0,0,0,1,0,0,0,0.492451569795546
